TestNumber,Account,OPS_Req,OPS_Mean,OPS_Sd,Order,New,Calculated1,Filled,Calculated2,Total
1,100320,5,5.00,0.00,8627599,5,6,0,2,17
1,100320,5,5.00,0.00,8627600,7,0,0,1,10
1,100320,5,5.00,0.00,8627601,3,21,0,0,24
1,100320,5,5.00,0.00,8627602,2,3,0,1,8
1,100320,5,5.00,0.00,8627603,21,60,0,0,81
1,100320,5,5.00,0.00,8627604,31,11,0,5,57
1,100320,5,5.00,0.00,8627605,25,80,0,22,171
1,100320,5,5.00,0.00,8627606,28,5,0,4,45
1,100320,5,5.00,0.00,8627607,5,11,0,9,43
1,100320,5,5.00,0.00,8627608,3,8,0,0,11
1,100320,5,5.00,0.00,8627609,4,12,0,4,28
1,100320,5,5.00,0.00,8627610,6,20,0,0,26
1,100320,5,5.00,0.00,8627611,2,4,0,4,18
1,100320,5,5.00,0.00,8627612,5,50,0,0,55
1,100320,5,5.00,0.00,8627613,6,3,1,0,10
1,100320,5,5.00,0.00,8627614,3,51,0,4,66
1,100320,5,5.00,0.00,8627615,5,9,0,2,20
1,100320,5,5.00,0.00,8627616,5,6,0,0,11
1,100320,5,5.00,0.00,8627617,5,2,0,1,10
1,100320,5,5.00,0.00,8627618,18,9,0,0,27
1,100320,5,5.00,0.00,8627619,7,5,0,2,18
1,100320,5,5.00,0.00,8627620,4,4,0,2,14
1,100320,5,5.00,0.00,8627621,3,6,0,3,18
1,100320,5,5.00,0.00,8627622,6,8,0,0,14
1,100320,5,5.00,0.00,8627623,3,11,2,0,16
